payment_id,date,customer_id,employee_id,product_id,Price
1188531,2005-03-19,15607,1151,1928,480.0
3110877,2005-03-19,70187,695,258,225.0
2949819,2005-03-19,97027,3139,1453,2750.0
6590356,2005-03-20,6234,3481,577,275.0
8307158,2005-03-22,51941,3980,1942,45.95
4035680,2005-03-23,8160,3930,255,8.25
4846500,2005-03-24,27962,3820,1057,360.0
3263884,2005-03-24,20554,2477,331,1000.0
8014720,2005-03-25,56235,1691,2226,27500.0
1330027,2005-03-25,63038,3559,2657,225.0
2623484,2005-03-25,34269,56,1371,57.95
7366883,2005-03-26,21347,1127,2638,7500.0
2839466,2005-03-26,66991,2769,261,950.0
5813069,2005-03-27,87127,1016,420,650.0
9035107,2005-03-27,54762,115,1121,1500.0
7191441,2005-03-29,43950,1534,728,1000.0
7371253,2005-03-30,12261,1127,277,24.95
1660005,2005-03-31,46768,1795,2530,250.0
5291176,2005-04-01,82645,3820,945,1500.0
1423071,2005-04-01,26365,1355,2104,275.0
8438940,2005-04-01,27220,2144,825,350.0
1622233,2005-04-02,14913,3319,2012,69.95
5777908,2005-04-02,58644,2643,786,700.0
9253981,2005-04-03,18894,3481,1388,66.95
3825565,2005-04-05,43325,3559,2356,299.0
4874509,2005-04-07,25980,30,2437,450.0
2424620,2005-04-07,98333,1151,1495,14.95
2281658,2005-04-09,93011,1176,76,2500.0
925030,2005-04-09,99986,1621,1811,175.0
1288149,2005-04-15,99179,1956,1238,250.0
6503038,2005-04-16,96666,3980,869,17.25
3245197,2005-04-18,18483,891,828,108.0
8205218,2005-04-18,30913,2878,1644,20000.0
7456577,2005-04-19,9755,2769,471,6500.0
1877882,2005-04-19,68343,228,2617,399.0
5441321,2005-04-20,95320,3207,533,1000.0
9281455,2005-04-22,92125,1565,2121,36.75
7094682,2005-04-24,79990,2001,342,96.45
7328928,2005-04-27,52636,1127,1586,700.0
6869339,2005-04-27,75441,1795,1938,23.95
3077639,2005-04-29,29210,485,2418,5000.0
2756023,2005-04-29,73362,2363,1834,47.45
471399,2005-04-29,99614,2477,805,650.0
722542,2005-04-29,97778,1828,1950,420.0
3801535,2005-05-02,47081,600,677,2000.0
3612711,2005-05-03,25980,1289,639,2000.0
4945250,2005-05-03,48128,1571,1429,850.0
3702576,2005-05-03,16198,2001,1273,64.95
7247339,2005-05-04,1557,1638,672,14.95
6151198,2005-05-05,64966,1289,592,45.25
3532918,2005-05-05,73789,2992,1044,2000.0
6231685,2005-05-07,3243,3956,2395,99.95
7307161,2005-05-07,43,2001,1767,14.95
505239,2005-05-08,61373,2530,1954,34.95
6732324,2005-05-09,86773,881,177,73.25
8653217,2005-05-09,65522,695,70,5000.0
9274475,2005-05-10,48793,2580,1201,56.95
8596420,2005-05-12,65773,1990,2499,99.95
5945482,2005-05-14,94898,82,115,5000.0
808550,2005-05-16,52832,3151,1311,11.95
6856665,2005-05-16,33837,3758,423,1650.0
3199451,2005-05-16,58490,695,1481,3250.0
3270980,2005-05-18,24441,534,2380,49.95
3828199,2005-05-19,18483,3236,1976,3500.0
2420909,2005-05-19,53773,1524,170,49.95
8628490,2005-05-19,78694,3971,1160,500.0
1230371,2005-05-20,2185,59,37,2500.0
1717921,2005-05-21,49427,1691,610,650.0
6206716,2005-05-21,85777,3758,480,14.95
8461794,2005-05-24,14473,2580,1360,22.95
1566951,2005-05-24,40993,2363,2524,16.25
6843830,2005-05-25,23234,534,2634,1000.0
2184834,2005-05-25,70568,168,1101,125.0
5249417,2005-05-25,68890,695,407,350.0
9871609,2005-05-26,66481,534,2297,675.0
3956481,2005-05-27,71903,2031,1718,275.0
5211953,2005-05-27,51611,1151,1168,8.75
163916,2005-05-30,10980,3930,393,500.0
2540344,2005-05-30,48161,148,1743,2000.0
9890334,2005-05-30,29933,3471,1953,399.0
5730777,2005-05-31,15231,1127,1555,1200.0
9830205,2005-06-01,62045,1650,1794,750.0
7314118,2005-06-02,21395,3980,810,38.95
6879664,2005-06-04,61978,630,775,48.75
1033671,2005-06-04,40993,2477,1862,15.95
9614567,2005-06-05,98640,630,2029,16.25
6971271,2005-06-06,67209,3980,1040,51.95
7741860,2005-06-07,58212,3041,1747,375.0
3416066,2005-06-08,82645,3956,2101,2250.0
2448943,2005-06-08,32963,3980,295,750.0
6094545,2005-06-12,753,115,2212,3500.0
2602857,2005-06-14,78153,1956,2574,59.95
26557,2005-06-14,66884,2098,843,11.95
7059859,2005-06-16,85626,82,1630,650.0
6658567,2005-06-20,19237,2628,2291,4000.0
738815,2005-06-21,98985,769,2645,320.0
812432,2005-06-23,96270,891,1129,3500.0
8683073,2005-06-24,48883,896,1550,950.0
4100193,2005-06-25,33864,525,2619,1750.0
5975863,2005-06-26,8046,1289,28,32.95
9240131,2005-06-27,77673,59,665,625.0
2070425,2005-06-27,53977,1289,2173,1000.0
1725925,2005-06-27,44281,82,599,6000.0
8489465,2005-06-27,8610,1956,2010,48.95
2808499,2005-06-28,9777,891,1155,19.95
1724482,2005-06-28,29252,3081,2438,8500.0
7725228,2005-06-28,61318,3471,1788,450.0
1768290,2005-06-29,92125,1621,1526,26000.0
2344707,2005-07-02,25216,1422,429,27.95
1810672,2005-07-03,40909,2643,1779,25.95
2494864,2005-07-06,17945,1151,1177,150.0
95718,2005-07-08,65773,3204,2271,8.25
8629931,2005-07-09,87607,2831,489,299.0
4013808,2005-07-09,8069,363,2306,380.0
3708630,2005-07-10,20633,2098,2623,230.0
1383373,2005-07-13,82441,2031,391,26.45
9016635,2005-07-14,2186,3208,2101,2250.0
361590,2005-07-14,91773,2031,266,24.95
2809735,2005-07-14,57533,896,1655,150.0
7192055,2005-07-16,87237,59,2321,150.0
3714457,2005-07-18,81046,1151,748,1000.0
418496,2005-07-19,10237,630,2202,950.0
8111098,2005-07-19,7488,496,540,250.0
7094059,2005-07-19,31029,3758,2386,19.95
8002617,2005-07-20,95012,1569,908,2750.0
4555558,2005-07-25,57221,1422,467,4000.0
3009427,2005-07-25,1205,2530,1220,23.25
3204209,2005-07-29,93346,650,2264,1000.0
3690006,2005-07-29,96287,525,1990,44.75
6105548,2005-07-30,47081,2031,92,1500.0
4964399,2005-07-30,94462,82,2584,399.0
3295147,2005-07-30,82819,56,2630,5500.0
1029610,2005-07-30,98985,3758,1382,42.95
279442,2005-07-30,79629,1691,1287,23.95
2685379,2005-07-31,15921,646,2191,5000.0
3036087,2005-07-31,82855,3559,978,2000.0
6370629,2005-08-04,21542,2031,166,3500.0
6264235,2005-08-06,82819,1016,2612,153.0
2070303,2005-08-08,49323,1795,160,535.0
4657231,2005-08-08,74188,2477,1592,850.0
4799201,2005-08-08,23539,1742,1682,15.95
7066645,2005-08-10,39970,2376,491,11.45
8410869,2005-08-13,98985,82,1521,4000.0
9181282,2005-08-14,7102,148,1880,46.95
7492776,2005-08-15,96666,1621,2263,750.0
5619667,2005-08-16,48875,600,327,114.0
1799469,2005-08-16,21028,485,2594,1250.0
1971575,2005-08-16,49974,600,2343,26.95
7339842,2005-08-17,11044,534,1867,1500.0
6714141,2005-08-21,30913,2820,1643,22.95
397150,2005-08-22,58374,199,465,16.95
8488046,2005-08-22,83978,881,691,350.0
4867278,2005-08-26,67353,1289,418,2600.0
3842341,2005-08-27,49323,1571,643,4000.0
7310014,2005-08-27,20554,1621,2212,3500.0
9974273,2005-08-27,18712,1565,414,2000.0
8881189,2005-08-28,98148,1956,894,750.0
3995275,2005-08-29,32007,2769,248,8500.0
5612934,2005-08-29,21542,896,987,750.0
8599700,2005-08-30,57928,3930,2367,90.95
6345742,2005-08-30,47766,1016,2538,35.95
7070329,2005-08-31,52418,56,190,39.95
8208829,2005-08-31,67188,2555,1158,21.95
7495696,2005-09-02,34481,2820,1315,900.0
6008095,2005-09-05,1191,2580,764,500.0
8900629,2005-09-07,54678,1534,5,38.75
4463987,2005-09-07,17732,881,17,1200.0
5257000,2005-09-07,92501,3724,1119,3000.0
7195519,2005-09-09,59208,769,1361,86.95
4918385,2005-09-09,424,1990,809,1250.0
6993392,2005-09-09,55254,866,636,29.25
6633969,2005-09-10,55189,600,1361,86.95
4500797,2005-09-10,51774,302,2077,39.95
8235682,2005-09-10,95165,2031,403,105.0
5884497,2005-09-11,88385,3707,1981,225.0
8012289,2005-09-11,70361,2659,1832,6500.0
4362041,2005-09-11,14520,3724,1624,5500.0
808590,2005-09-12,20198,2363,331,1000.0
5528067,2005-09-15,92904,630,775,48.75
6145297,2005-09-15,91773,2628,1453,2750.0
8283426,2005-09-16,44362,3820,1895,53.25
3785562,2005-09-17,75992,82,116,700.0
1703911,2005-09-20,5354,1127,1000,118.0
1589533,2005-09-20,46398,3758,1963,5500.0
7917312,2005-09-20,66884,3041,113,699.0
7716764,2005-09-20,81001,2001,1638,162.0
227057,2005-09-21,50543,650,1163,1250.0
1198580,2005-09-21,86172,1151,2604,3250.0
4989880,2005-09-21,65997,3758,1276,1000.0
2918158,2005-09-22,38531,59,1186,775.0
7189821,2005-09-24,64869,2769,1673,225.0
5644595,2005-09-24,52796,168,570,36.95
9792598,2005-09-25,58187,3236,2486,13.95
6010539,2005-09-25,44454,1650,978,2000.0
1988184,2005-09-27,91031,3236,1584,3750.0
7655500,2005-09-29,82430,199,1973,22000.0
9893093,2005-09-29,12204,2077,1190,1200.0
6964680,2005-10-01,12261,600,2487,1200.0
7120426,2005-10-02,84313,30,115,5000.0
3023884,2005-10-02,55189,1795,2031,4500.0
851380,2005-10-02,30017,1911,1157,7500.0
1507594,2005-10-03,7486,1956,2595,84.95
6276897,2005-10-03,64127,695,1238,250.0
6073412,2005-10-04,10400,534,2195,450.0
5666719,2005-10-04,1557,2831,2194,62.25
1211465,2005-10-08,25834,228,359,750.0
8872063,2005-10-08,52013,485,1038,800.0
834362,2005-10-08,22809,2144,212,67.45
6284471,2005-10-09,55379,3207,1306,51.95
9710690,2005-10-10,62763,525,524,5000.0
8913794,2005-10-16,70229,2659,1385,900.0
2894675,2005-10-17,65470,534,1999,1500.0
9337727,2005-10-17,79270,1355,1109,2000.0
1215443,2005-10-18,50387,1571,2507,120.0
6692870,2005-10-21,15307,59,360,150.0
5392917,2005-10-23,2717,2001,1918,10.75
6102783,2005-10-24,40058,148,1837,81.95
6285733,2005-10-24,14520,2580,1890,27.95
8217628,2005-10-25,87585,3236,1790,1500.0
566462,2005-10-26,15908,881,17,1200.0
9414589,2005-10-26,8855,2820,441,3000.0
4188211,2005-10-28,67922,2643,1713,12.95
8655161,2005-10-30,3697,2850,313,3000.0
8998506,2005-11-03,36956,3758,1381,47.95
2562999,2005-11-03,62870,2992,168,74.95
7425491,2005-11-03,37568,695,1094,550.0
4553245,2005-11-03,33781,1007,2493,1500.0
5568311,2005-11-04,71940,3956,679,500.0
8072654,2005-11-04,91773,2098,35,115.0
4094171,2005-11-07,1376,1828,22,8.95
4556800,2005-11-07,56236,3559,2060,2500.0
8065438,2005-11-09,90974,82,1767,14.95
2022546,2005-11-10,40993,2144,909,103.0
3942561,2005-11-10,75545,228,1052,700.0
6287599,2005-11-11,97963,2580,681,299.0
2938622,2005-11-11,33038,3956,1410,1000.0
1831941,2005-11-12,90657,199,729,18.95
6192475,2005-11-14,27448,3151,1245,1000.0
2919138,2005-11-14,15145,1691,1034,54.95
9613366,2005-11-15,33837,3208,427,7500.0
1576518,2005-11-16,32878,1638,1902,52.95
1163820,2005-11-16,81217,2831,2265,190.0
4540776,2005-11-17,44362,2850,2049,43.95
1420801,2005-11-17,42933,1708,2461,500.0
5094002,2005-11-17,70879,2477,1804,19.95
2618377,2005-11-17,98229,3081,2599,15000.0
4632572,2005-11-19,34269,2363,1468,23.75
9046887,2005-11-20,22527,2312,1458,1500.0
8348453,2005-11-21,73789,3041,2310,48.95
4500801,2005-11-22,71912,30,404,31.95
3971690,2005-11-23,34355,2860,192,1250.0
8951590,2005-11-23,54379,2584,1963,5500.0
652732,2005-11-23,8383,2850,484,38.95
5602758,2005-11-23,90731,3471,2047,47.95
6403334,2005-11-24,2185,1569,223,1500.0
956496,2005-11-25,16254,1176,720,335.0
9494620,2005-11-25,29472,600,216,2750.0
5237383,2005-11-26,67728,3559,692,1500.0
717361,2005-11-27,21542,1289,2012,69.95
6810097,2005-11-29,98966,82,1135,20.95
8450253,2005-11-29,30913,600,1808,35.95
9817083,2005-11-30,77440,2144,1451,1200.0
1527557,2005-11-30,7488,228,1403,23.95
2654820,2005-11-30,15725,3980,2282,650.0
6599304,2005-11-30,22422,30,1044,2000.0
4838999,2005-12-02,5354,1534,1819,750.0
6258577,2005-12-04,95726,2659,2073,1200.0
8982528,2005-12-08,60613,2831,403,105.0
8250970,2005-12-08,97398,1571,180,105.0
5126555,2005-12-10,75119,56,2394,10.95
5984003,2005-12-10,40785,1911,1084,7500.0
8816456,2005-12-13,77253,2643,2585,125.0
5638128,2005-12-14,30913,1621,350,43.45
5338651,2005-12-18,753,1524,1125,265.0
5481602,2005-12-18,55254,600,56,22.45
2215696,2005-12-20,74301,3151,2587,870.0
7719093,2005-12-21,89527,3151,1786,3000.0
6016622,2005-12-22,52874,168,2383,2750.0
9614532,2005-12-24,88794,1729,522,1750.0
7703742,2005-12-27,12204,3707,2459,875.0
2984440,2005-12-28,30936,3245,494,275.0
630957,2005-12-29,68578,695,937,399.0
4349862,2005-12-29,34355,3481,1946,120.0
4853409,2005-12-29,53977,2555,565,375.0
9462864,2005-12-31,50387,1795,2660,41.95
1503079,2005-12-31,8987,82,2140,700.0
1052879,2006-01-02,78416,1795,1661,19.25
7969228,2006-01-02,70380,1289,1564,3400.0
1272485,2006-01-04,97666,199,2103,299.0
2172227,2006-01-04,91634,2659,1380,37.95
8658786,2006-01-04,82792,115,909,103.0
156023,2006-01-06,96832,3041,7,750.0
5204064,2006-01-07,44590,1016,429,27.95
2501643,2006-01-09,22693,1828,1770,225.0
5292330,2006-01-10,1557,1355,1256,350.0
5036848,2006-01-13,2074,3319,435,1750.0
9355699,2006-01-14,59693,650,884,94.95
2357912,2006-01-14,96270,1569,507,478.8
6242579,2006-01-17,30814,30,528,175.0
6191709,2006-01-17,87522,1524,258,225.0
1424203,2006-01-19,15358,3081,620,25.95
7017724,2006-01-19,83719,2628,2130,1250.0
4661236,2006-01-19,49427,2312,715,15000.0
8510406,2006-01-20,26359,1795,1164,750.0
2382119,2006-01-21,42713,1569,2460,500.0
5180535,2006-01-21,4176,82,630,19.95
6948188,2006-01-21,26958,2098,2139,699.0
7782283,2006-01-21,19237,1691,971,3500.0
1242545,2006-01-22,27325,1016,2344,25000.0
9659631,2006-01-25,90590,1621,1407,150.0
5368366,2006-01-25,99821,3208,2656,54.95
7513976,2006-01-25,96113,1795,1061,125.0
3063214,2006-01-25,19317,3971,174,375.0
2607694,2006-01-25,8987,2628,128,250.0
2526143,2006-01-26,92099,2831,89,1500.0
8548757,2006-01-28,21347,1569,2221,1100.0
563107,2006-01-29,72674,3081,1598,2350.0
6641925,2006-01-29,8069,1422,139,37.95
6411115,2006-01-29,62230,1422,2448,410.0
8757651,2006-01-29,73627,1650,1251,1000.0
4929790,2006-01-30,48883,3481,1112,5000.0
1746460,2006-01-30,6396,1650,1736,399.0
9239076,2006-01-30,95474,148,2638,7500.0
2884195,2006-01-30,33781,896,1868,1500.0
4905271,2006-01-31,80181,3481,79,7300.0
5452401,2006-01-31,88385,1708,195,34.95
3315595,2006-02-03,31070,496,709,4000.0
4731763,2006-02-06,27264,2588,866,3000.0
7008150,2006-02-06,81655,830,1937,1000.0
6181798,2006-02-06,16265,2376,2186,700.0
2993491,2006-02-07,94171,3081,242,1750.0
3261921,2006-02-10,19258,3980,2415,675.0
1154065,2006-02-11,81989,3971,74,6000.0
8817945,2006-02-12,58374,881,1414,5500.0
1960761,2006-02-13,70381,1990,570,36.95
7197527,2006-02-15,29472,2831,1225,13.95
5259220,2006-02-15,27954,1795,798,750.0
3321652,2006-02-17,12265,2628,918,1000.0
8684485,2006-02-18,509,485,362,1750.0
1383280,2006-02-19,17245,3758,2187,16.75
8488922,2006-02-20,88685,3041,2504,17.95
1386556,2006-02-20,84313,1176,1100,125.0
6559791,2006-02-21,1557,881,2352,17.75
1965245,2006-02-22,9638,496,2084,17500.0
5863040,2006-02-24,42933,3204,1912,9000.0
2054253,2006-02-25,44362,496,2421,399.0
4364692,2006-02-25,36800,3208,1329,9.75
7661493,2006-02-25,19075,2992,828,108.0
7587017,2006-02-28,52832,2850,1057,360.0
8103530,2006-03-03,81655,600,1304,27.45
1812706,2006-03-05,54252,891,68,2500.0
7005703,2006-03-05,45097,3207,1560,150.0
6457679,2006-03-06,28395,1422,1768,4000.0
7221073,2006-03-07,50387,2555,2221,1100.0
8727968,2006-03-08,58119,3081,1218,16.45
3752600,2006-03-10,71909,496,2429,40.75
8018978,2006-03-10,47564,1990,1528,16.25
3853208,2006-03-12,95850,769,968,27.25
7785532,2006-03-12,73482,3139,2147,57.25
1995352,2006-03-12,42883,1127,301,1225.0
5310319,2006-03-13,19523,2098,2338,1200.0
3749011,2006-03-14,72292,2878,1342,56.95
1805752,2006-03-15,95512,115,94,1300.0
2977845,2006-03-15,15505,30,586,2500.0
3786334,2006-03-16,79495,1650,2437,450.0
1518676,2006-03-17,57533,363,2323,21.95
7021028,2006-03-18,97778,3139,2355,38.95
1450287,2006-03-19,24252,1127,1963,5500.0
6535339,2006-03-20,93951,769,2644,3500.0
5554883,2006-03-20,16265,1795,1050,5.25
3379373,2006-03-20,8636,59,43,2000.0
3729207,2006-03-20,33837,1288,1115,1500.0
2716320,2006-03-21,10080,148,2450,175.0
1961476,2006-03-21,40051,3204,576,1100.0
3353304,2006-03-22,92166,3139,2503,2500.0
8857687,2006-03-22,98229,695,744,25.95
2647729,2006-03-23,12825,1783,1602,3250.0
6803717,2006-03-25,23155,1289,2644,3500.0
8361810,2006-03-26,46374,485,2440,510.0
6791283,2006-03-27,21451,148,1572,15.95
7700252,2006-03-27,8069,3481,262,3500.0
6168277,2006-03-30,60011,56,1500,19.95
6062611,2006-03-31,97924,3980,1572,15.95
939485,2006-03-31,741,2555,6,87.95
6869546,2006-03-31,32645,2659,1752,23.95
7790768,2006-03-31,60973,3208,2633,4500.0
2637855,2006-03-31,66376,1289,331,1000.0
8936840,2006-04-01,50101,1742,2548,250.0
2721608,2006-04-03,10904,3559,15,225.0
994186,2006-04-03,18145,2477,2612,153.0
1414759,2006-04-03,31429,1691,666,25.95
7660819,2006-04-03,95725,881,1934,1100.0
9485031,2006-04-05,38758,2031,2658,34.95
5943915,2006-04-06,15921,1638,812,5000.0
7275227,2006-04-09,65745,1956,2029,16.25
4161654,2006-04-09,5187,3245,1657,35.75
4004332,2006-04-10,31029,3319,901,6000.0
4675807,2006-04-12,15145,485,1226,87.95
214637,2006-04-17,50579,2477,2391,55.75
1075165,2006-04-18,90651,2584,772,5000.0
2416786,2006-04-19,24351,3041,1552,16.95
6226986,2006-04-22,24351,82,2249,275.0
4638052,2006-04-22,52832,3820,2602,175.0
7669651,2006-04-23,88119,302,1946,120.0
6064717,2006-04-23,61190,1560,2544,36.75
7450509,2006-04-24,18755,2769,744,25.95
9677028,2006-04-25,48875,866,2082,3000.0
4041278,2006-04-26,383,3139,1429,850.0
7624679,2006-04-27,13327,199,1269,49.45
9301076,2006-04-29,30299,3724,2001,40.75
4849116,2006-04-29,94617,1729,2261,175.0
2075490,2006-05-01,73311,891,1640,160.0
4794375,2006-05-01,52636,881,789,275.0
6224151,2006-05-03,58441,1783,1958,31.75
2318371,2006-05-03,10080,2363,1900,1300.0
7168151,2006-05-03,77253,1621,1518,32.95
9930995,2006-05-03,90263,646,2077,39.95
8129695,2006-05-03,1514,1176,556,28.75
1590530,2006-05-04,44590,896,1067,2000.0
6845228,2006-05-04,64681,2752,2599,15000.0
5659968,2006-05-04,2966,1828,1571,46.25
8052754,2006-05-06,61978,496,462,62.95
6016815,2006-05-07,30913,830,1210,1200.0
2312323,2006-05-08,95474,1560,221,175.0
2283165,2006-05-09,25946,228,1893,5000.0
7594530,2006-05-10,69893,2820,2120,17.95
8003473,2006-05-11,6025,363,1616,24000.0
2286466,2006-05-13,85626,534,2568,155.0
4863601,2006-05-15,94592,2752,1066,20.95
3837218,2006-05-15,72292,1956,2468,750.0
654329,2006-05-16,44362,1650,1218,16.45
9903158,2006-05-16,60011,3559,2139,699.0
6760780,2006-05-17,53773,2659,1872,12.95
7964741,2006-05-17,67728,1534,2273,4000.0
4745109,2006-05-17,71912,3081,25,13.95
9432998,2006-05-17,50362,3081,1855,450.0
2968692,2006-05-18,92534,2584,1115,1500.0
4626461,2006-05-19,38367,2643,284,44.95
1284273,2006-05-20,74373,115,731,4200.0
208185,2006-05-21,35255,168,1884,3000.0
3595661,2006-05-22,72266,1828,2658,34.95
3120406,2006-05-22,47019,2659,2513,275.0
3954958,2006-05-22,66363,1990,486,299.0
8647947,2006-05-23,57928,2312,870,26.95
2168215,2006-05-24,3434,2850,2164,1200.0
260607,2006-05-26,56520,3471,1285,42.95
3142286,2006-05-26,50623,1355,1140,650.0
7850494,2006-05-27,33676,2580,631,3500.0
3846015,2006-05-27,98333,3081,1812,2750.0
9979976,2006-05-30,72109,3151,2574,59.95
9481139,2006-05-31,47081,2312,1154,71.75
1310220,2006-06-01,34121,2477,1456,750.0
1275136,2006-06-02,49427,2031,12,250.0
69310,2006-06-03,3914,1783,1464,13.95
6491410,2006-06-04,9782,1650,765,53.95
5476715,2006-06-04,60977,3208,292,350.0
3586257,2006-06-04,42617,1828,897,69.95
283189,2006-06-05,55831,168,962,39.95
3459918,2006-06-06,22737,1569,1367,1000.0
8327465,2006-06-08,30491,2555,2575,3000.0
3019407,2006-06-09,74188,59,792,2350.0
2410946,2006-06-11,63038,3207,1432,1100.0
3268365,2006-06-11,38758,1621,992,24.95
895979,2006-06-11,79629,3081,1989,36.25
435636,2006-06-12,33961,148,114,22.75
4520719,2006-06-13,67655,1911,2186,700.0
2182717,2006-06-13,26096,3559,1442,13.25
163604,2006-06-13,2787,2312,927,28.95
442366,2006-06-14,55831,2992,1329,9.75
5553362,2006-06-14,42969,2001,1935,47.95
5793867,2006-06-16,37977,3971,2163,5000.0
6808417,2006-06-16,83978,830,1436,250.0
6181126,2006-06-16,46398,2363,1774,17.95
5485087,2006-06-17,16198,1621,2620,97.95
1618263,2006-06-19,92166,1911,1556,3500.0
9932638,2006-06-20,24522,1990,86,2000.0
4132437,2006-06-20,95975,2628,2415,675.0
8220017,2006-06-21,86035,2477,1865,59.95
4668289,2006-06-22,67354,3481,2512,34.95
5316309,2006-06-23,2185,56,2552,6000.0
8571011,2006-06-24,67353,2831,1643,22.95
6565358,2006-06-25,34269,1016,1878,49.95
1290698,2006-06-25,49900,1571,1351,41.95
3160870,2006-06-27,85944,1289,1525,1000.0
4960750,2006-06-27,21078,1355,2489,2000.0
2931192,2006-06-28,78424,1621,2482,3000.0
276534,2006-06-29,91301,1729,1498,3500.0
390626,2006-07-03,3253,881,456,175.0
4986714,2006-07-06,73245,1911,246,29.25
8953837,2006-07-06,60883,646,930,32.95
8992673,2006-07-08,34269,82,1085,3150.0
9371204,2006-07-09,27093,1289,42,3500.0
8360482,2006-07-09,75441,3139,921,900.0
6104506,2006-07-11,16180,82,1950,420.0
2274603,2006-07-12,87127,1729,1277,3000.0
8696933,2006-07-12,47564,3236,242,1750.0
287439,2006-07-17,14913,3980,1649,2000.0
3051212,2006-07-17,78153,1742,967,54.95
6281920,2006-07-17,7488,2477,2206,54.95
9611198,2006-07-17,6931,2098,620,25.95
3553352,2006-07-19,6396,148,56,22.45
3957004,2006-07-19,16214,2831,447,1350.0
2707788,2006-07-20,90651,2477,15,225.0
4474421,2006-07-20,70871,30,1792,175.0
7306401,2006-07-20,53977,148,1982,36.95
1121603,2006-07-20,424,600,1474,52.95
9285888,2006-07-20,83542,1691,1531,49.95
3302951,2006-07-21,20824,1956,2505,34.95
6726743,2006-07-21,24252,866,1930,650.0
4587261,2006-07-21,64615,485,1186,775.0
7520352,2006-07-22,2851,2860,1492,140.0
39740,2006-07-23,82783,1016,1315,900.0
4428342,2006-07-23,84945,1288,1562,299.0
2576253,2006-07-23,58520,3319,917,38.45
9365267,2006-07-24,94916,2530,2269,550.0
9312768,2006-07-25,7884,1151,1399,69.95
4909505,2006-07-25,504,82,2447,36.95
3330159,2006-07-26,16199,534,1929,15.95
4250072,2006-07-27,15307,1288,1344,500.0
8201884,2006-07-27,41099,3481,846,299.0
6472118,2006-07-28,95126,2031,1495,14.95
3767666,2006-07-29,72674,199,1981,225.0
2337927,2006-07-29,40909,1007,1189,450.0
3965475,2006-07-30,640,3081,1371,57.95
5861455,2006-07-30,80141,3139,1702,41.95
7820244,2006-08-01,12265,1422,975,175.0
65621,2006-08-01,75732,3559,2640,37.95
